"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"          dibugger.userinterface.MainInterface.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.RoutineCall.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"   dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.control.DebugLogicController.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.control.ControlFacade.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.userinterface.MainInterface.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"dibugger.debuglogic.interpreter.Scope","240 B (2,7%)","6 (2,4%)","15 (0,2%)","2,7","3"
" java.lang.Object.<init> ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"  dibugger.debuglogic.interpreter.Scope.<init> ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"   dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"    dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"     dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"      dibugger.control.DebugLogicController.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"       dibugger.control.ControlFacade.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"        dibugger.userinterface.MainInterface.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"         dibugger.userinterface.CommandPanel.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"          dibugger.userinterface.CommandPanel.lambda$0 (java.awt.event.ActionEvent)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"dibugger.debuglogic.interpreter.ConstantTerm","208 B (2,3%)","13 (5,3%)","41 (0,6%)","3,1","2"
" java.lang.Object.<init> ()","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"  dibugger.debuglogic.interpreter.Term.<init> ()","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"   dibugger.debuglogic.interpreter.ConstantTerm.<init> (dibugger.debuglogic.interpreter.TermValue)","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"    dibugger.debuglogic.interpreter.Type.<clinit> ()","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"      dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"       dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"        org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"          dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"    dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"     dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$IntLiteralContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$DeclareAssignContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$AdditionContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitInputparameterNoArray (dibugger.debuglogic.antlrparser.WlangParser.InputparameterNoArrayContext)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitInputparameterNoArray (dibugger.debuglogic.antlrparser.WlangParser.InputparameterNoArrayContext)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$InputparameterNoArrayContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","16 B (0,2%)","1 (0,4%)","6 (0,1%)","0,0","1"
"dibugger.debuglogic.interpreter.Type","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
" java.lang.Object.<init> ()","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"  java.lang.Enum.<init> (String, int)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"   dibugger.debuglogic.interpreter.Type.<init> (String, int, dibugger.debuglogic.interpreter.Term)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"    dibugger.debuglogic.interpreter.Type.<clinit> ()","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"      dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"       dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"        org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"          dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","192 B (2,1%)","8 (3,2%)","8 (0,1%)","5,0","1"
"dibugger.debuglogic.interpreter.VariableTerm","128 B (1,4%)","8 (3,2%)","51 (0,8%)","0,0","1"
" java.lang.Object.<init> ()","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"  dibugger.debuglogic.interpreter.Term.<init> ()","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"   dibugger.debuglogic.interpreter.VariableTerm.<init> (String)","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"    dibugger.debuglogic.interpreter.TermGenerationVisitor.visitId (dibugger.debuglogic.antlrparser.WlangParser.IdContext)","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"     dibugger.debuglogic.interpreter.TermGenerationVisitor.visitId (dibugger.debuglogic.antlrparser.WlangParser.IdContext)","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$IdContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","128 B (1,4%)","8 (3,2%)","39 (0,6%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$AdditionContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitLessComp (dibugger.debuglogic.antlrparser.WlangParser.LessCompContext)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitLessComp (dibugger.debuglogic.antlrparser.WlangParser.LessCompContext)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$LessCompContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitReturnState (dibugger.debuglogic.antlrparser.WlangParser.ReturnStateContext)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitReturnState (dibugger.debuglogic.antlrparser.WlangParser.ReturnStateContext)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$ReturnStateContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","32 B (0,4%)","2 (0,8%)","9 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitFuncCall (dibugger.debuglogic.antlrparser.WlangParser.FuncCallContext)","16 B (0,2%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitFuncCall (dibugger.debuglogic.antlrparser.WlangParser.FuncCallContext)","16 B (0,2%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$FuncCallContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","16 B (0,2%)","1 (0,4%)","3 (0%)","0,0","1"
"dibugger.debuglogic.interpreter.VariableRelationalTerm","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
" java.lang.Object.<init> ()","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"  dibugger.debuglogic.interpreter.Term.<init> ()","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"   dibugger.debuglogic.interpreter.VariableRelationalTerm.<init> (String)","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"    dibugger.debuglogic.interpreter.TermGenerationVisitor.visitRelId (dibugger.debuglogic.antlrparser.WlangParser.RelIdContext)","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"     dibugger.debuglogic.interpreter.TermGenerationVisitor.visitRelId (dibugger.debuglogic.antlrparser.WlangParser.RelIdContext)","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$RelIdContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","96 B (1,1%)","4 (1,6%)","466 (7,3%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitMultiplication (dibugger.debuglogic.antlrparser.WlangParser.MultiplicationContext)","48 B (0,5%)","2 (0,8%)","232 (3,7%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitMultiplication (dibugger.debuglogic.antlrparser.WlangParser.MultiplicationContext)","48 B (0,5%)","2 (0,8%)","232 (3,7%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$MultiplicationContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","2 (0,8%)","232 (3,7%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitLessEqualComp (dibugger.debuglogic.antlrparser.WlangParser.LessEqualCompContext)","48 B (0,5%)","2 (0,8%)","234 (3,7%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitLessEqualComp (dibugger.debuglogic.antlrparser.WlangParser.LessEqualCompContext)","48 B (0,5%)","2 (0,8%)","234 (3,7%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$LessEqualCompContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","2 (0,8%)","234 (3,7%)","0,0","1"
"dibugger.debuglogic.interpreter.RoutineCommand","96 B (1,1%)","2 (0,8%)","9 (0,1%)","0,0","1"
" java.lang.Object.<init> ()","96 B (1,1%)","2 (0,8%)","9 (0,1%)","0,0","1"
"  dibugger.debuglogic.interpreter.Command.<init> (dibugger.debuglogic.interpreter.GenerationController, int)","96 B (1,1%)","2 (0,8%)","9 (0,1%)","0,0","1"
"   dibugger.debuglogic.interpreter.RoutineCommand.<init> (dibugger.debuglogic.interpreter.GenerationController, String, int, java.util.List, java.util.List, dibugger.debuglogic.interpreter.Type)","96 B (1,1%)","2 (0,8%)","9 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$MainRoutineContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","1 (0,4%)","6 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.FunctionHeadContext)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.FunctionHeadContext)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$FunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitRoutine (dibugger.debuglogic.antlrparser.WlangParser.RoutineContext)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitRoutine (dibugger.debuglogic.antlrparser.WlangParser.RoutineContext)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$RoutineContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","48 B (0,5%)","1 (0,4%)","3 (0%)","0,0","1"
"dibugger.debuglogic.interpreter.DeclarationAssignment","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
" java.lang.Object.<init> ()","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"  dibugger.debuglogic.interpreter.Command.<init> (dibugger.debuglogic.interpreter.GenerationController, int)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"   dibugger.debuglogic.interpreter.DeclarationAssignment.<init> (dibugger.debuglogic.interpreter.GenerationController, int, String, dibugger.debuglogic.interpreter.Type, dibugger.debuglogic.interpreter.Term)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"    dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$DeclareAssignContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visitChildren (org.antlr.v4.runtime.tree.RuleNode)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"        dibugger.debuglogic.antlrparser.WlangBaseVisitor.visitAssignment (dibugger.debuglogic.antlrparser.WlangParser.AssignmentContext)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.antlrparser.WlangParser$AssignmentContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"          org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","96 B (1,1%)","3 (1,2%)","18 (0,3%)","0,0","1"
"dibugger.debuglogic.interpreter.TraceStatePosition","72 B (0,8%)","3 (1,2%)","3 (0%)","5,0","1"
" java.lang.Object.<init> ()","72 B (0,8%)","3 (1,2%)","3 (0%)","5,0","1"
"  java.lang.Enum.<init> (String, int)","72 B (0,8%)","3 (1,2%)","3 (0%)","5,0","1"
